TABLE AGENCIES,,,,,,,
agency_id,agency_name,agency_type,distribution_channel,,,,
53319,3,4,No,11,China,26,9.10
53320,3,4,No,3,Thailand,18,6.30
53321,3,4,No,65,Philippines,37,12.95
53322,3,4,No,39,Malaysia,30,10.50
53323,3,3,No,4,Thailand,26,9.10
53324,12,1,Yes,18,Malaysia,29,9.57
53325,16,25,No,15,Malaysia,30,10.50
53326,16,25,No,15,Malaysia,30,10.50
53327,16,25,No,4,Malaysia,30,10.50
53328,16,25,No,4,Malaysia,30,10.50
53329,13,5,No,26,France,86,32.68
53330,10,13,No,3,Philippines,6,1.96
53331,6,7,No,11,Singapore,20,5.00
53332,6,7,No,14,Singapore,34,8.38
53333,6,7,No,61,Singapore,32,7.95
53334,6,7,No,19,Singapore,27,6.75
53335,6,7,No,3,Singapore,16,4.00
53336,6,7,No,6,Singapore,16,4.00
53337,6,7,No,17,Singapore,34,8.38
53338,6,7,No,11,Singapore,21,5.25
53339,6,7,Yes,21,Singapore,16,4.00
53340,6,7,No,18,Singapore,40,10.00
53341,6,7,No,19,Singapore,60,15.00
53342,6,7,No,6,Singapore,16,4.00
53343,6,7,No,34,Singapore,20,5.00
53344,6,7,No,4,Singapore,16,4.00
53345,6,7,No,32,Singapore,48,12.00
53346,6,7,No,60,Singapore,95,23.75
53347,6,7,No,35,Singapore,20,5.00
53348,6,7,Yes,7,Singapore,20,5.00
53349,6,7,No,6,Singapore,21,5.25
53350,6,7,No,29,Singapore,20,5.00
53351,6,7,No,5,Singapore,14,3.38
53352,6,7,No,25,Singapore,20,5.00
53353,6,7,No,9,Singapore,20,5.00
53354,6,7,No,30,Singapore,16,4.00
53355,6,8,No,27,Singapore,39,9.75
53356,6,8,Yes,46,Singapore,35,8.85
53357,6,8,Yes,46,Singapore,35,8.85
53358,6,8,No,22,Singapore,74,18.60
53359,6,8,No,28,Singapore,23,5.63
53360,6,8,No,12,Singapore,30,7.38
53361,6,8,No,21,Singapore,39,9.75
53362,6,14,No,23,Singapore,128,31.88
53363,6,14,No,16,Singapore,138,34.50
53364,6,14,No,7,Singapore,34,8.38
53365,6,9,No,368,Singapore,216,54.00
53366,6,9,No,376,Singapore,216,54.00
53367,6,9,No,402,Singapore,216,54.00
53368,6,9,No,365,Singapore,216,54.00
53369,6,9,No,401,Singapore,216,54.00
53370,6,9,No,365,Singapore,216,54.00
53371,6,9,No,368,Singapore,216,54.00
53372,6,9,No,368,Singapore,216,54.00
53373,6,9,No,368,Singapore,216,54.00
53374,6,15,No,370,Singapore,333,83.25
53375,2,2,No,44,Australia,50,29.70
53376,2,2,No,6,Australia,40,23.76
53377,2,2,No,105,Malaysia,69,41.58
53378,2,2,No,2,Malaysia,0,11.88
53379,2,2,No,6,Malaysia,30,17.82
53380,2,2,No,3,Korea,10,5.94
53381,2,2,No,4,Malaysia,20,11.88
53382,2,2,No,16,United Arab Emirates,69,41.58
53383,2,2,No,32,United Kingdom,69,41.58
53384,2,2,No,61,Australia,79,47.52
53385,2,2,No,35,New Zealand,79,47.52
53386,2,2,No,42,Australia,109,65.34
53387,2,2,No,47,Thailand,20,11.88
53388,2,2,No,108,New Zealand,79,47.52
53389,2,2,No,24,Malaysia,0,23.76
53390,2,2,No,31,Korea,20,11.88
53391,2,2,No,22,New Zealand,40,23.76
53392,2,2,No,20,Australia,99,59.40
53393,2,2,No,20,Australia,99,59.40
53394,2,2,No,33,New Zealand,99,59.40
53395,2,2,No,26,Spain,0,17.82
53396,2,2,No,16,Finland,59,35.64
53397,2,2,No,19,Malaysia,40,23.76
53398,2,2,No,57,Australia,10,5.94
53399,2,2,No,14,Australia,0,65.34
53400,2,2,No,42,Malaysia,30,17.82
53401,2,2,No,66,Australia,10,5.94
53402,5,6,No,23,Australia,35,0.00
53403,5,6,No,45,Indonesia,20,0.00
53404,5,6,No,123,Iceland,97,0.00
53405,5,6,No,10,Malaysia,20,0.00
53406,5,6,No,32,Japan,70,0.00
53407,5,6,No,20,Indonesia,34,0.00
53408,5,6,No,11,Nepal,78,0.00
53409,5,6,No,33,Thailand,64,0.00
53410,5,6,No,36,Malaysia,56,0.00
53411,5,6,No,7,Australia,31,0.00
53412,5,6,No,39,Singapore,41,0.00
53413,5,6,No,48,Thailand,42,0.00
53414,5,6,No,18,Philippines,43,0.00
53415,5,6,No,16,China,43,0.00
53416,5,6,No,5,Malaysia,45,0.00
53417,5,6,No,11,Thailand,20,0.00
53418,5,6,No,58,Thailand,81,0.00
53419,5,6,No,54,Singapore,32,0.00
53420,5,6,No,15,Philippines,38,0.00
53421,5,6,No,31,Thailand,27,0.00
53422,5,6,No,57,China,39,0.00
53423,5,6,No,80,Myanmar,40,0.00
53424,5,6,No,11,Thailand,41,0.00
53425,5,6,No,76,Cambodia,25,0.00
53426,5,6,No,60,Japan,107,0.00
53427,5,6,No,8,China,49,0.00
53428,5,6,No,68,United States,112,0.00
53429,5,6,No,71,United States,112,0.00
53430,5,6,No,17,Sri Lanka,36,0.00
53431,5,6,No,19,Australia,58,0.00
53432,5,6,No,70,Myanmar,20,0.00
53433,5,6,No,4,China,35,0.00
53434,5,6,No,13,Macao,29,0.00
53435,5,6,No,39,Malaysia,20,0.00
53436,5,6,No,17,Thailand,20,0.00
53437,5,6,No,125,United States,93,0.00
53438,5,6,No,20,Malaysia,20,0.00
53439,5,6,No,49,United Kingdom,102,0.00
53440,5,6,No,20,Malaysia,33,0.00
53441,5,6,No,9,Hong Kong,43,0.00
53442,5,6,No,11,Vietnam,20,0.00
53443,5,6,No,35,Indonesia,26,0.00
53444,5,6,No,13,China,20,0.00
53445,5,6,No,18,Vietnam,22,0.00
53446,5,6,No,21,China,33,0.00
53447,5,6,No,10,Malaysia,29,0.00
53448,5,6,No,35,Japan,43,0.00
53449,5,6,No,25,Vietnam,20,0.00
53450,5,6,No,10,Thailand,20,0.00
53451,5,6,No,8,China,49,0.00
53452,5,10,No,47,Indonesia,31,0.00
53453,5,10,No,8,Malaysia,10,0.00
53454,5,10,No,5,Vietnam,13,0.00
53455,5,10,No,82,Indonesia,10,0.00
53456,5,10,No,145,Singapore,10,0.00
53457,5,10,No,19,Taiwan,37,0.00
53458,5,10,No,14,Singapore,10,0.00
53459,5,10,No,11,China,28,0.00
53460,5,10,No,33,Hong Kong,41,0.00
53461,5,10,No,41,Vietnam,10,0.00
53462,5,10,No,12,United States,80,0.00
53463,5,10,No,54,China,61,0.00
53464,5,10,No,42,New Zealand,80,0.00
53465,5,10,No,12,India,13,0.00
53466,5,10,No,6,Vietnam,10,0.00
53467,5,10,No,39,India,37,0.00
53468,5,10,No,8,Philippines,14,0.00
53469,5,10,No,26,New Zealand,67,0.00
53470,5,10,No,104,Japan,45,0.00
53471,5,10,No,1,India,14,0.00
53472,5,10,No,4,Malaysia,10,0.00
53473,5,10,No,26,India,13,0.00
53474,5,10,No,52,Sri Lanka,37,0.00
53475,5,10,No,6,Thailand,10,0.00
53476,5,10,No,124,China,14,0.00
53477,5,10,No,9,Singapore,10,0.00
53478,5,10,No,3,Singapore,13,0.00
53479,5,10,No,6,Cambodia,11,0.00
53480,5,10,No,42,Australia,63,0.00
53481,5,10,No,33,United States,10,0.00
53482,5,10,No,25,United States,70,0.00
53483,5,10,No,32,China,16,0.00
53484,5,10,No,13,Korea,56,0.00
53485,5,10,No,2,Malaysia,10,0.00
53486,5,10,No,31,United States,10,0.00
53487,5,10,No,26,United States,10,0.00
53488,5,10,No,11,Singapore,10,0.00
53489,5,10,No,58,United States,28,0.00
53490,5,10,No,58,United States,17,0.00
53491,5,10,No,145,Thailand,15,0.00
53492,5,10,No,9,Indonesia,11,0.00
53493,5,10,No,25,Malaysia,10,0.00
53494,5,10,No,5,Philippines,10,0.00
53495,5,10,No,13,China,0,0.00
53496,5,10,No,14,United States,64,0.00
53497,5,10,No,56,Saudi Arabia,55,0.00
53498,5,10,No,15,United States,80,0.00
53499,5,10,No,8,Singapore,12,0.00
53500,5,10,No,19,China,21,0.00
53501,5,10,No,20,China,43,0.00
53502,5,10,No,30,Singapore,10,0.00
53503,5,10,No,5,Vietnam,10,0.00
53504,5,10,No,11,China,36,0.00
53505,5,10,No,69,Thailand,14,0.00
53506,5,11,No,11,Indonesia,20,0.00
53507,5,11,No,22,United Arab Emirates,49,0.00
53508,5,11,No,20,United Kingdom,43,0.00
53509,5,11,No,26,Saudi Arabia,27,0.00
53510,5,11,No,6,Malaysia,20,0.00
53511,5,11,No,61,United Kingdom,64,0.00
53512,5,11,No,24,Singapore,25,0.00
53513,5,11,No,17,Indonesia,20,0.00
53514,5,11,No,2,Vietnam,20,0.00
53515,5,11,No,27,Vietnam,20,0.00
53516,5,11,No,6,Malaysia,20,0.00
53517,5,11,No,104,Australia,37,0.00
53518,5,11,No,95,Singapore,20,0.00
53519,5,11,No,5,Philippines,20,0.00
53520,5,11,No,42,China,20,0.00
53521,5,11,No,21,United States,112,0.00
53522,5,11,No,4,Cambodia,20,0.00
53523,5,11,No,66,India,20,0.00
53524,7,3,No,53,India,93,37.20
53525,7,3,No,26,India,31,12.40
53526,7,3,No,13,India,31,12.40
53527,7,3,No,27,India,95,38.00
53528,7,3,No,6,India,39,15.60
53529,7,3,No,40,India,50,20.00
53530,7,3,No,40,India,50,20.00
53531,4,3,No,20,Indonesia,28,10.64
53532,4,5,No,5,Indonesia,38,14.44
53533,8,3,No,11,Brunei Darussalam,23,9.20
53534,14,16,No,9,Japan,40,25.84
53535,9,12,No,104,Singapore,3,0.81
53536,3,4,No,47,Philippines,30,10.50
53537,3,4,No,6,China,22,7.70
53538,3,4,No,35,Philippines,42,14.70
53539,3,4,No,11,Malaysia,30,10.50
53540,3,4,No,7,Indonesia,18,6.30
53541,3,4,No,27,Indonesia,18,6.30
53542,3,4,No,62,Australia,50,17.50
53543,3,4,No,4,Thailand,18,6.30
53544,3,4,No,106,China,44,15.40
53545,3,4,No,26,Myanmar,18,6.30
53546,3,4,No,12,Indonesia,22,7.70
53547,3,4,No,58,Thailand,22,7.70
53548,3,4,No,59,Hong Kong,40,14.00
53549,3,4,No,15,Lao,22,7.70
53550,3,4,No,40,Japan,35,12.25
53551,3,3,No,2,China,36,12.60
53552,3,3,No,8,Korea,58,20.30
53553,16,25,No,11,Malaysia,30,10.50
53554,16,25,No,11,Malaysia,30,10.50
53555,16,25,No,11,Malaysia,30,10.50
53556,16,25,No,4,Malaysia,30,10.50
53557,16,25,No,4,Malaysia,30,10.50
53558,16,25,No,4,Malaysia,30,10.50
53559,1,1,No,24,Thailand,0,9.57
53560,12,1,No,5,Malaysia,29,9.57
53561,5,6,No,17,Taiwan,35,0.00
53562,5,6,No,13,China,20,0.00
53563,13,5,No,46,France,130,49.40
53564,10,3,Yes,36,Indonesia,29,10.15
53565,10,13,No,2,Philippines,38,13.21
53566,10,13,No,3,Philippines,65,22.73
53567,10,13,No,3,Philippines,44,15.44
53568,10,13,No,86,United Arab Emirates,86,30.00
53569,6,7,No,12,Singapore,27,6.63
53570,6,7,No,14,Singapore,34,8.38
53571,6,7,No,5,Singapore,16,4.00
53572,6,7,No,59,Singapore,97,24.15
53573,6,7,No,13,Singapore,16,4.00
53574,6,7,No,16,Singapore,16,4.00
53575,6,7,No,30,Singapore,39,9.75
53576,6,7,No,13,Singapore,16,4.00
53577,6,7,No,19,Singapore,16,4.00
53578,6,7,No,4,Singapore,21,5.25
53579,6,7,No,8,Singapore,21,5.25
53580,6,7,No,8,Singapore,20,5.00
53581,6,7,No,6,Singapore,16,4.00
53582,6,7,No,5,Singapore,16,4.00
53583,6,7,No,11,Singapore,40,10.00
53584,6,7,No,24,Singapore,20,5.00
53585,6,7,Yes,54,Singapore,16,4.00
53586,6,7,No,36,Singapore,27,6.75
53587,6,7,No,10,Singapore,20,5.00
53588,6,7,No,10,Singapore,20,5.00
53589,6,7,No,6,Singapore,16,4.00
53590,6,8,No,20,Singapore,29,7.25
53591,6,8,No,5,Singapore,23,5.63
53592,6,8,No,54,Singapore,39,9.75
53593,6,8,No,22,Singapore,144,36.00
53594,6,8,Yes,9,Singapore,30,7.38
53595,6,8,No,24,Singapore,29,7.25
53596,6,8,No,7,Singapore,30,7.38
53597,6,8,No,17,Singapore,47,11.70
53598,6,8,No,20,Singapore,72,18.00
53599,6,14,Yes,16,Singapore,88,22.00
53600,6,9,No,365,Singapore,216,54.00
53601,6,9,No,384,Singapore,216,54.00
53602,6,9,No,376,Singapore,216,54.00
53603,6,9,No,372,Singapore,216,54.00
53604,6,9,No,365,Singapore,259,64.80
53605,6,9,No,374,Singapore,216,54.00
53606,6,9,No,366,Singapore,216,54.00
53607,6,9,No,369,Singapore,216,54.00
53608,6,9,No,379,Singapore,161,40.25
53609,6,15,No,364,Singapore,333,83.25
53610,2,2,No,6,Malaysia,40,23.76
53611,2,2,No,105,Thailand,40,23.76
53612,2,2,No,40,Thailand,50,29.70
53613,2,2,No,16,Malaysia,0,5.94
53614,2,2,No,7,Malaysia,30,17.82
53615,2,2,No,9,Greece,20,11.88
53616,2,2,No,17,New Zealand,79,47.52
53617,2,2,No,25,Australia,50,29.70
53618,2,2,No,53,Thailand,0,5.94
53619,2,2,No,5,Thailand,20,11.88
53620,2,2,No,32,Germany,50,29.70
53621,2,2,No,58,Denmark,50,29.70
53622,2,2,No,14,Australia,79,47.52
53623,2,2,No,10,Italy,59,35.64
53624,2,2,No,23,Korea,30,17.82
53625,2,2,No,31,Malaysia,59,35.64
53626,2,2,No,48,Iceland,50,29.70
53627,2,2,No,49,Malaysia,50,29.70
53628,2,2,No,10,Malaysia,50,29.70
53629,2,2,No,42,Malaysia,20,11.88
53630,2,2,No,40,Australia,40,23.76
53631,5,6,No,23,France,112,0.00
53632,5,6,No,120,India,112,0.00
53633,5,6,No,25,Thailand,60,0.00
53634,5,6,No,14,Vietnam,30,0.00
53635,5,6,No,26,Thailand,28,0.00
53636,5,6,No,21,Thailand,32,0.00
53637,5,6,No,25,United Kingdom,70,0.00
53638,5,6,No,27,Korea,39,0.00
53639,5,6,No,143,Thailand,21,0.00
53640,5,6,No,52,United States,35,0.00
53641,5,6,No,59,Australia,95,0.00
53642,5,6,No,5,China,34,0.00
53643,5,6,No,109,France,78,0.00
53644,5,6,No,237,Thailand,20,0.00
53645,5,6,No,109,France,78,0.00
53646,5,6,No,32,Vietnam,51,0.00
53647,5,6,No,53,Hong Kong,45,0.00
53648,5,6,No,45,Hong Kong,46,0.00
53649,5,6,No,9,Cambodia,34,0.00
53650,5,6,No,22,New Zealand,112,0.00
53651,5,6,No,11,Vietnam,25,0.00
53652,5,6,No,19,China,23,0.00
53653,5,6,No,20,China,39,0.00
53654,5,6,No,120,India,112,0.00
53655,5,6,No,6,Thailand,30,0.00
53656,5,6,No,71,Philippines,29,0.00
53657,5,6,No,111,China,49,0.00
53658,5,6,No,226,Indonesia,20,0.00
53659,5,6,No,8,Malaysia,20,0.00
53660,5,6,No,30,China,35,0.00
53661,5,6,No,79,Philippines,21,0.00
53662,5,6,No,31,China,40,0.00
53663,5,6,No,16,Malaysia,20,0.00
53664,5,6,No,9,China,49,0.00
53665,5,6,No,8,Cambodia,62,0.00
53666,5,6,No,41,Vietnam,26,0.00
53667,5,6,No,49,China,54,0.00
53668,5,6,No,61,United States,112,0.00
53669,5,6,No,8,India,36,0.00
53670,5,6,No,73,Taiwan,35,0.00
53671,5,6,No,50,Thailand,41,0.00
53672,5,6,No,53,Australia,42,0.00
53673,5,6,No,14,Thailand,34,0.00
53674,5,6,No,62,Singapore,112,0.00
53675,5,6,No,9,Malaysia,20,0.00
53676,5,6,No,18,China,42,0.00
53677,5,6,No,37,Indonesia,20,0.00
53678,5,6,No,35,Japan,35,0.00
53679,5,6,No,41,Korea,85,0.00
53680,5,6,No,25,Thailand,20,0.00
53681,5,10,No,9,Thailand,19,0.00
53682,5,10,No,7,China,17,0.00
53683,5,10,No,61,Philippines,12,0.00
53684,5,10,No,11,India,24,0.00
53685,5,10,No,6,China,28,0.00
53686,5,10,No,19,Vietnam,12,0.00
53687,5,10,No,11,India,15,0.00
53688,5,10,No,29,China,22,0.00
53689,5,10,No,145,Korea,34,0.00
53690,5,10,No,3,Bangladesh,10,0.00
53691,5,10,No,12,Singapore,13,0.00
53692,5,10,No,18,Thailand,12,0.00
53693,5,10,No,11,Malaysia,10,0.00
53694,5,10,No,4,Malaysia,18,0.00
53695,5,10,No,39,United States,10,0.00
53696,5,10,No,57,Japan,53,0.00
53697,5,10,No,3,Malaysia,10,0.00
53698,5,10,No,41,Philippines,21,0.00
53699,5,10,No,2,Philippines,17,0.00
53700,5,10,No,2,Singapore,10,0.00
53701,5,10,No,17,Vietnam,35,0.00
53702,5,10,No,1,Japan,80,0.00
53703,5,10,No,18,Hong Kong,67,0.00
53704,5,10,No,48,China,55,0.00
53705,5,10,No,27,China,25,0.00
53706,5,10,No,22,Myanmar,10,0.00
53707,5,10,No,29,Papua New Guinea,19,0.00
53708,5,10,No,13,United States,55,0.00
53709,5,10,No,6,Indonesia,11,0.00
53710,5,10,No,6,Singapore,10,0.00
53711,5,10,No,18,Singapore,19,0.00
53712,5,10,No,20,India,12,0.00
53713,5,10,No,49,Cambodia,10,0.00
53714,5,10,No,3,Thailand,11,0.00
53715,5,10,No,10,Singapore,67,0.00
53716,5,10,No,17,China,21,0.00
53717,5,10,No,9,Indonesia,28,0.00
53718,5,10,No,22,Japan,80,0.00
53719,5,10,No,31,Cambodia,53,0.00
53720,5,10,No,12,Finland,44,0.00
53721,5,10,No,2,Singapore,14,0.00
53722,5,10,No,9,Vietnam,13,0.00
53723,5,10,No,25,United States,80,0.00
53724,5,10,No,2,Singapore,16,0.00
53725,5,10,No,5,Singapore,10,0.00
53726,5,10,No,3,United States,66,0.00
53727,5,10,No,10,Malaysia,36,0.00
53728,5,10,No,31,Greece,61,0.00
53729,5,10,No,20,United States,12,0.00
53730,5,10,No,25,United States,10,0.00
53731,5,10,No,31,Thailand,16,0.00
53732,5,10,No,11,Malaysia,10,0.00
53733,5,10,No,16,Singapore,80,0.00
53734,5,10,No,22,Korea,58,0.00
53735,5,10,No,6,Singapore,10,0.00
53736,5,10,No,38,China,26,0.00
53737,5,10,No,85,Australia,17,0.00
53738,5,11,No,30,Vietnam,35,0.00
53739,5,11,No,15,United Kingdom,40,0.00
53740,5,11,No,20,Taiwan,20,0.00
53741,5,11,No,5,Singapore,20,0.00
53742,5,11,No,18,Canada,61,0.00
53743,5,11,No,2,Malaysia,20,0.00
53744,5,11,No,3,Singapore,20,0.00
53745,5,11,No,56,Singapore,110,0.00
53746,7,3,No,34,India,100,40.00
53747,7,3,No,36,India,31,12.40
53748,7,3,No,39,India,39,15.60
53749,4,3,No,11,Indonesia,22,8.36
53750,8,3,No,42,Brunei Darussalam,15,6.00
53751,9,12,No,53,Singapore,0,0.05
53752,9,12,No,116,Singapore,9,2.56
53753,3,4,No,43,Hong Kong,26,9.10
53754,3,4,No,13,Thailand,22,7.70
53755,3,4,No,17,Thailand,18,6.30
53756,3,4,No,8,China,26,9.10
53757,3,4,No,50,Thailand,58,20.30
53758,3,4,No,55,Thailand,22,7.70
53759,3,4,No,38,Indonesia,18,6.30
53760,3,4,No,26,Thailand,22,7.70
53761,3,4,No,20,United Arab Emirates,49,17.15
53762,3,4,No,27,Thailand,33,11.55
53763,3,4,No,6,Myanmar,18,6.30
53764,3,4,No,40,Macao,44,15.40
53765,3,3,No,9,Philippines,26,9.10
53766,3,3,No,13,United States,73,25.55
53767,10,13,No,9,Philippines,2,0.81
53768,6,7,No,8,Singapore,20,5.00
53769,6,7,No,9,Singapore,20,5.00
53770,6,7,No,53,Singapore,42,10.50
53771,6,7,No,14,Singapore,14,3.38
53772,6,7,No,33,Singapore,57,14.13
53773,6,7,No,6,Singapore,16,4.00
53774,6,7,No,6,Singapore,16,4.00
53775,6,7,No,13,Singapore,27,6.63
53776,6,7,No,6,Singapore,21,5.25
53777,6,7,No,70,Singapore,50,12.50
53778,6,7,No,50,Singapore,106,26.50
53779,6,7,No,18,Singapore,27,6.63
53780,6,7,No,4,Singapore,16,4.00
53781,6,7,No,21,Singapore,65,16.25
53782,6,7,No,17,Singapore,60,15.00
53783,6,8,No,22,Singapore,30,7.38
53784,6,8,No,50,Singapore,144,36.00
53785,6,8,No,14,Singapore,29,7.25
53786,6,8,No,151,Singapore,39,9.75
53787,6,14,No,14,Singapore,139,34.75
53788,6,9,No,403,Singapore,0,54.00
53789,6,9,Yes,371,Singapore,161,40.25
53790,6,9,No,364,Singapore,161,40.25
53791,6,9,No,369,Singapore,216,54.00
53792,6,9,No,417,Singapore,259,64.80
53793,6,9,Yes,378,Singapore,216,54.00
53794,6,9,No,365,Singapore,216,54.00
53795,6,9,No,368,Singapore,161,40.25
53796,6,9,No,386,Singapore,216,54.00
53797,6,9,No,365,Singapore,161,40.25
53798,6,15,No,375,Singapore,333,83.25
53799,2,2,No,9,United Arab Emirates,79,47.52
53800,2,2,No,1,United Arab Emirates,10,5.94
53801,2,2,No,5,United Kingdom,20,11.88
53802,2,2,No,5,Australia,30,17.82
53803,2,2,No,11,Australia,0,17.82
53804,2,2,No,53,Germany,40,23.76
53805,2,2,No,12,Italy,50,29.70
53806,2,2,No,14,Australia,50,29.70
53807,2,2,No,32,Finland,99,59.40
53808,2,2,No,10,Thailand,20,11.88
53809,2,2,No,18,Australia,30,17.82
53810,2,2,No,10,Thailand,40,23.76
53811,2,2,No,47,Norway,79,47.52
53812,2,2,No,47,Norway,79,47.52
53813,2,2,No,16,Malaysia,50,29.70
53814,2,2,No,51,Australia,119,71.28
53815,2,2,No,3,Malaysia,20,11.88
53816,2,2,No,16,Italy,139,83.16
53817,2,2,No,39,Malaysia,20,11.88
53818,2,2,No,1,United Kingdom,10,5.94
53819,2,2,No,7,Malaysia,50,29.70
53820,2,2,No,35,Canada,50,29.70
53821,2,2,No,18,Malaysia,40,23.76
53822,5,6,No,128,United Kingdom,84,0.00
53823,5,6,No,43,Vietnam,20,0.00
53824,5,6,No,115,China,47,0.00
53825,5,6,No,31,Taiwan,96,0.00
53826,5,6,No,25,United States,32,0.00
53827,5,6,No,33,Taiwan,33,0.00
53828,5,6,No,35,United States,112,0.00
53829,5,6,No,56,Singapore,112,0.00
53830,5,6,No,5,Vietnam,20,0.00
53831,5,6,No,17,Singapore,38,0.00
53832,5,6,No,6,Vietnam,34,0.00
53833,5,6,No,31,China,45,0.00
53834,5,6,No,9,Singapore,112,0.00
53835,5,6,Yes,56,Myanmar,24,0.00
53836,5,6,No,7,Malaysia,20,0.00
53837,5,6,No,5,Malaysia,23,0.00
53838,5,6,No,61,Vietnam,20,0.00
53839,5,6,No,86,Myanmar,39,0.00
53840,5,6,No,215,China,20,0.00
53841,5,6,No,13,United States,112,0.00
53842,5,6,No,40,Vietnam,40,0.00
53843,5,6,No,151,Japan,52,0.00
53844,5,6,No,7,Indonesia,25,0.00
53845,5,6,No,15,China,112,0.00
53846,5,6,No,81,Indonesia,20,0.00
53847,5,6,No,55,Indonesia,20,0.00
53848,5,6,No,8,Korea,112,0.00
53849,5,6,No,77,United Arab Emirates,96,0.00
53850,5,6,No,16,United Arab Emirates,106,0.00
53851,5,6,No,62,Hong Kong,20,0.00
53852,5,6,No,21,Indonesia,20,0.00
53853,5,6,No,59,Philippines,34,0.00
53854,5,6,No,9,Japan,112,0.00
53855,5,6,No,28,Nepal,112,0.00
53856,5,10,No,6,Malaysia,10,0.00
53857,5,10,No,2,Australia,33,0.00
53858,5,10,No,60,Japan,128,0.00
53859,5,10,No,1,Thailand,10,0.00
53860,5,10,No,31,India,10,0.00
53861,5,10,No,23,Finland,80,0.00
53862,5,10,No,8,China,11,0.00
53863,5,10,No,140,Thailand,10,0.00
53864,5,10,No,14,Singapore,10,0.00
53865,5,10,No,7,Philippines,10,0.00
53866,5,10,No,54,Singapore,38,0.00
53867,5,10,No,73,Myanmar,12,0.00
53868,5,10,No,213,India,10,0.00
53869,5,10,No,20,Hong Kong,65,0.00
53870,5,10,No,149,Singapore,60,0.00
53871,5,10,No,19,Japan,32,0.00
53872,5,10,No,8,Indonesia,12,0.00
53873,5,10,No,7,Malaysia,12,0.00
53874,5,10,No,15,Singapore,17,0.00
53875,5,10,No,54,Singapore,28,0.00
53876,5,10,No,3,China,18,0.00
53877,5,10,No,43,United States,80,0.00
53878,5,10,No,101,Brazil,80,0.00
53879,5,10,No,24,Singapore,15,0.00
53880,5,10,No,11,Indonesia,17,0.00
53881,5,10,No,31,Thailand,19,0.00
53882,5,10,No,146,France,80,0.00
53883,5,10,No,3,Malaysia,10,0.00
53884,5,10,No,145,Spain,26,0.00
53885,5,10,No,8,Hong Kong,29,0.00
53886,5,10,No,60,Switzerland,63,0.00
53887,5,10,No,23,China,39,0.00
53888,5,10,No,52,Philippines,0,0.00
53889,5,10,No,20,Singapore,0,0.00
53890,5,10,No,36,Malaysia,10,0.00
53891,5,10,No,17,Singapore,27,0.00
53892,5,10,No,20,Vietnam,28,0.00
53893,5,10,No,17,Korea,26,0.00
53894,5,10,No,29,United States,16,0.00
53895,5,10,No,23,Malaysia,10,0.00
53896,5,10,No,11,Thailand,12,0.00
53897,5,10,No,47,Thailand,27,0.00
53898,5,11,No,25,Uzbekistan,22,0.00
53899,5,11,No,5,Singapore,20,0.00
53900,5,11,No,5,Singapore,20,0.00
53901,5,11,No,9,Australia,20,0.00
53902,5,11,No,4,Indonesia,20,0.00
53903,5,11,No,14,Thailand,27,0.00
53904,5,11,No,2,Singapore,20,0.00
53905,5,11,No,13,Singapore,20,0.00
53906,5,11,No,27,Oman,20,0.00
53907,5,11,No,26,Oman,29,0.00
53908,5,11,No,28,United Arab Emirates,20,0.00
53909,5,11,No,7,China,49,0.00
53910,5,11,No,32,Japan,44,0.00
53911,5,11,No,41,Singapore,28,0.00
53912,5,11,No,103,Brazil,87,0.00
53913,5,11,No,8,Singapore,21,0.00
53914,5,11,No,20,Singapore,20,0.00
53915,5,11,No,18,Singapore,21,0.00
53916,5,11,No,16,Singapore,20,0.00
53917,5,11,No,7,Singapore,20,0.00
53918,7,3,No,26,India,62,24.80
53919,4,3,No,31,Switzerland,109,41.42
53920,8,3,No,7,Brunei Darussalam,15,6.00
53921,8,3,No,22,Brunei Darussalam,15,6.00
53922,8,3,No,53,Brunei Darussalam,23,9.20
53923,8,3,No,38,Australia,31,12.40
53924,14,16,No,3,Vietnam,25,16.25
53925,14,16,No,37,China,40,25.84
53926,9,12,No,3,Singapore,1,0.38
53927,9,12,No,3,Singapore,1,0.38
53928,9,12,No,68,Singapore,5,1.51
53929,9,12,No,20,Singapore,1,0.26
53930,9,12,No,18,Singapore,1,0.26
53931,9,12,No,22,Singapore,1,0.26
53932,9,12,No,73,Singapore,3,0.94
53933,9,12,No,208,Singapore,1,0.26
53934,3,4,No,27,Myanmar,18,6.30
53935,3,4,No,15,China,26,9.10
53936,3,4,No,14,Vietnam,22,7.70
53937,3,4,No,42,China,35,12.25
53938,3,4,No,9,China,35,12.25
53939,3,4,No,24,Australia,35,12.25
53940,3,4,No,6,Indonesia,18,6.30
53941,3,4,No,13,Vietnam,18,6.30
53942,3,4,No,19,Hong Kong,35,12.25
53943,3,4,No,14,Vietnam,22,7.70
53944,3,4,No,10,Philippines,18,6.30
53945,3,4,No,28,Korea,26,9.10
53946,3,4,No,49,Indonesia,18,6.30
53947,3,4,No,32,India,35,12.25
53948,3,4,No,93,China,40,14.00
53949,3,4,No,10,Vietnam,22,7.70
53950,3,4,No,6,Malaysia,18,6.30
53951,3,4,No,8,Thailand,22,7.70
53952,3,4,No,65,Philippines,42,14.70
53953,16,25,No,47,Thailand,30,10.50
53954,16,25,No,47,Thailand,30,10.50
53955,16,25,No,50,Malaysia,30,10.50
